#FORMAT=WebAnno TSV 3.3
#T_SP=custom.Span|label


#Text=For one of our long-term multiyear projects, we are looking for an Android Developer out of New York, NY.Responsibilities...Design and build applications for the iOS platformEnsure the performance, quality, and responsiveness of applicationsCollaborate with a team to define, design, and ship new featuresIdentify and correct bottlenecks and fix bugsHelp maintain code quality, organization, and automatizationSkillsProficient with SwiftExperience with iOS frameworks such as Core Data, Core Animation, etc.Experience with offline storage, threading, and performance tuningFamiliarity with RESTful APIs to connect iOS applications to back-end servicesKnowledge of other web technologies and UI/UX standardsUnderstanding of Apples design principles and interface guidelinesExperience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}}Familiarity with cloud message APIs and push notificationsKnack for benchmarking and optimizationProficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}Familiarity with continuous integration Proficient with Swift Experience with iOS frameworks such as Core Data, Core Animation, etc Experience with offline storage, threading, and performance tuning Familiarity with RESTful APIs to connect iOS applications to back-end services Knowledge of other web technologies and UI/UX standards Understanding of Apples design principles and interface guidelines Experience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}} Familiarity with cloud message APIs and push notifications Knack for benchmarking and optimization Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}} Familiarity with continuous integration Design and build applications for the iOS platform Ensure the performance, quality, and responsiveness of applications Collaborate with a team to define, design, and ship new features Identify and correct bottlenecks and fix bugs Help maintain code quality, organization, and automatization
1-96	614-617	iOS	_	
1-97	618-630	applications	_	
1-98	631-633	to	_	
1-99	634-642	back-end	_	
1-100	643-660	servicesKnowledge	_	
1-101	661-663	of	_	
1-102	664-669	other	_	
1-103	670-673	web	_	
1-104	674-686	technologies	_	
1-105	687-690	and	_	
1-106	691-693	UI	_	
1-107	693-694	/	_	
1-108	694-696	UX	_	
1-109	697-719	standardsUnderstanding	_	
1-110	720-722	of	_	
1-111	723-729	Apples	_	
1-112	730-736	design	Hard Skill	
1-113	737-747	principles	_	
1-114	748-751	and	_	
1-115	752-761	interface	_	
1-116	762-782	guidelinesExperience	_	
1-117	783-787	with	_	
1-118	788-799	performance	_	
1-119	800-803	and	_	
1-120	804-810	memory	_	
1-121	811-817	tuning	_	
1-122	818-822	with	_	
1-123	823-828	tools	_	
1-124	829-830	{	_	
1-125	830-831	{	_	
1-126	831-835	such	_	
1-127	836-838	as	_	
1-128	839-850	Instruments	_	
1-129	851-854	and	_	
1-130	855-860	Shark	_	
1-131	860-861	,	_	
1-132	862-871	depending	_	
1-133	872-874	on	_	
1-134	875-882	project	_	
1-135	883-888	needs	_	
1-136	888-889	}	_	
1-137	889-890	}	_	
1-138	890-901	Familiarity	_	
1-139	902-906	with	_	
1-140	907-912	cloud	_	
1-141	913-920	message	_	
1-142	921-925	APIs	_	
1-143	926-929	and	_	
1-144	930-934	push	_	
1-145	935-953	notificationsKnack	_	
1-146	954-957	for	_	
1-147	958-970	benchmarking	_	
1-148	971-974	and	_	
1-149	975-997	optimizationProficient	_	
1-150	998-1011	understanding	_	
1-151	1012-1014	of	_	
1-152	1015-1019	code	_	
1-153	1020-1030	versioning	_	
1-154	1031-1036	tools	_	
1-155	1037-1038	{	_	
1-156	1038-1039	{	_	
1-157	1039-1043	such	_	
1-158	1044-1046	as	_	
1-159	1047-1050	Git	Hard Skill	
1-160	1050-1051	,	_	
1-161	1052-1061	Mercurial	_	
1-162	1062-1064	or	_	
1-163	1065-1068	SVN	_	
1-164	1068-1069	}	_	
1-165	1069-1070	}	_	
1-166	1070-1081	Familiarity	_	
1-167	1082-1086	with	_	
1-168	1087-1097	continuous	_	
1-169	1098-1109	integration	_	
1-170	1110-1120	Proficient	_	
1-171	1121-1125	with	_	
1-172	1126-1131	Swift	Hard Skill	
1-173	1132-1142	Experience	_	
1-174	1143-1147	with	_	
1-175	1148-1151	iOS	_	
1-176	1152-1162	frameworks	_	
1-177	1163-1167	such	_	
1-178	1168-1170	as	_	
1-179	1171-1175	Core	_	
1-180	1176-1180	Data	_	
1-181	1180-1181	,	_	
1-182	1182-1186	Core	_	
1-183	1187-1196	Animation	_	
1-184	1196-1197	,	_	
1-185	1198-1201	etc	_	
1-186	1202-1212	Experience	_	
1-187	1213-1217	with	_	
1-188	1218-1225	offline	_	
1-189	1226-1233	storage	_	
1-190	1233-1234	,	_	
1-191	1235-1244	threading	_	
1-192	1244-1245	,	_	
1-193	1246-1249	and	_	
1-194	1250-1261	performance	_	
1-195	1262-1268	tuning	_	
1-196	1269-1280	Familiarity	_	
1-197	1281-1285	with	_	
1-198	1286-1293	RESTful	_	
1-199	1294-1298	APIs	_	
1-200	1299-1301	to	_	
1-201	1302-1309	connect	_	
1-202	1310-1313	iOS	_	
1-203	1314-1326	applications	_	
1-204	1327-1329	to	_	
1-205	1330-1338	back-end	_	
1-206	1339-1347	services	_	
1-207	1348-1357	Knowledge	_	
1-208	1358-1360	of	_	
1-209	1361-1366	other	_	
1-210	1367-1370	web	_	
1-211	1371-1383	technologies	_	
1-212	1384-1387	and	_	
1-213	1388-1390	UI	_	
1-214	1390-1391	/	_	
1-215	1391-1393	UX	_	
1-216	1394-1403	standards	_	
1-217	1404-1417	Understanding	_	
1-218	1418-1420	of	_	
1-219	1421-1427	Apples	_	
1-220	1428-1434	design	Hard Skill	
1-221	1435-1445	principles	_	
1-222	1446-1449	and	_	
1-223	1450-1459	interface	_	
1-224	1460-1470	guidelines	_	
1-225	1471-1481	Experience	_	
1-226	1482-1486	with	_	
1-227	1487-1498	performance	_	
1-228	1499-1502	and	_	
1-229	1503-1509	memory	_	
1-230	1510-1516	tuning	_	
1-231	1517-1521	with	_	
1-232	1522-1527	tools	_	
1-233	1528-1529	{	_	
1-234	1529-1530	{	_	
1-235	1530-1534	such	_	
1-236	1535-1537	as	_	
1-237	1538-1549	Instruments	_	
1-238	1550-1553	and	_	
1-239	1554-1559	Shark	_	
1-240	1559-1560	,	_	
1-241	1561-1570	depending	_	
1-242	1571-1573	on	_	
1-243	1574-1581	project	_	
1-244	1582-1587	needs	_	
1-245	1587-1588	}	_	
1-246	1588-1589	}	_	
1-247	1590-1601	Familiarity	_	
1-248	1602-1606	with	_	
1-249	1607-1612	cloud	_	
1-250	1613-1620	message	_	
1-251	1621-1625	APIs	_	
1-252	1626-1629	and	_	
1-253	1630-1634	push	_	
1-254	1635-1648	notifications	_	
1-255	1649-1654	Knack	_	
1-256	1655-1658	for	_	
1-257	1659-1671	benchmarking	_	
1-258	1672-1675	and	_	
1-259	1676-1688	optimization	_	
1-260	1689-1699	Proficient	_	
1-261	1700-1713	understanding	_	
1-262	1714-1716	of	_	
1-263	1717-1721	code	_	
1-264	1722-1732	versioning	_	
1-265	1733-1738	tools	_	
1-266	1739-1740	{	_	
1-267	1740-1741	{	_	
1-268	1741-1745	such	_	
1-269	1746-1748	as	_	
1-270	1749-1752	Git	Hard Skill	
1-271	1752-1753	,	_	
1-272	1754-1763	Mercurial	_	
1-273	1764-1766	or	_	
1-274	1767-1770	SVN	_	
1-275	1770-1771	}	_	
1-276	1771-1772	}	_	
1-277	1773-1784	Familiarity	_	
1-278	1785-1789	with	_	
1-279	1790-1800	continuous	_	
1-280	1801-1812	integration	_	
1-281	1813-1819	Design	Hard Skill	
1-282	1820-1823	and	_	
1-283	1824-1829	build	_	
1-284	1830-1842	applications	_	
1-285	1843-1846	for	_	
1-286	1847-1850	the	_	
1-287	1851-1854	iOS	_	
1-288	1855-1863	platform	_	
1-289	1864-1870	Ensure	_	
1-290	1871-1874	the	_	
1-291	1875-1886	performance	_	
1-292	1886-1887	,	_	
1-293	1888-1895	quality	_	
1-294	1895-1896	,	_	
1-295	1897-1900	and	_	
1-296	1901-1915	responsiveness	_	
1-297	1916-1918	of	_	
1-298	1919-1931	applications	_	
1-299	1932-1943	Collaborate	_	
1-300	1944-1948	with	_	
1-301	1949-1950	a	_	
1-302	1951-1955	team	_	
1-303	1956-1958	to	_	
1-304	1959-1965	define	_	
1-305	1965-1966	,	_	
1-306	1967-1973	design	Hard Skill	
1-307	1973-1974	,	_	
1-308	1975-1978	and	_	
1-309	1979-1983	ship	_	
1-310	1984-1987	new	_	
1-311	1988-1996	features	_	
1-312	1997-2005	Identify	_	
1-313	2006-2009	and	_	
1-314	2010-2017	correct	_	
1-315	2018-2029	bottlenecks	_	
1-316	2030-2033	and	_	
1-317	2034-2037	fix	_	
1-318	2038-2042	bugs	_	
1-319	2043-2047	Help	_	
1-320	2048-2056	maintain	_	
1-321	2057-2061	code	_	
1-322	2062-2069	quality	_	
1-323	2069-2070	,	_	
1-324	2071-2083	organization	_	
1-325	2083-2084	,	_	
1-326	2085-2088	and	_	
1-327	2089-2103	automatization	_	
