#FORMAT=WebAnno TSV 3.3
#T_SP=custom.Span|label


#Text=Company DescriptionFuzz develops web, social media, and mobile applications for some of the worlds most recognizable brands.
#Text=Our development team prides itself on encouraging learning and innovation, granting our engineers the freedom to make design decision in their own projects.Were looking for leaders: those who take initiative, who act with decisiveness and with integrity.
8-1	1147-1150	Our	_	
8-2	1151-1162	development	_	
8-3	1163-1167	team	_	
8-4	1168-1174	prides	_	
8-5	1175-1181	itself	_	
8-6	1182-1184	on	_	
8-7	1185-1196	encouraging	_	
8-8	1197-1205	learning	_	
8-9	1206-1209	and	_	
8-10	1210-1220	innovation	_	
8-11	1220-1221	,	_	
8-12	1222-1230	granting	_	
8-13	1231-1234	our	_	
8-14	1235-1244	engineers	_	
8-15	1245-1248	the	_	
8-16	1249-1256	freedom	_	
8-17	1257-1259	to	_	
8-18	1260-1264	make	_	
8-19	1265-1271	design	Hard Skill	
8-20	1272-1280	decision	_	
8-21	1281-1283	in	_	
8-22	1284-1289	their	_	
8-23	1290-1293	own	_	
8-24	1294-1307	projects.Were	_	
8-25	1308-1315	looking	_	
8-26	1316-1319	for	_	
8-27	1320-1327	leaders	_	
8-28	1327-1328	:	_	
8-29	1329-1334	those	_	
8-30	1335-1338	who	_	
8-31	1339-1343	take	_	
8-32	1344-1354	initiative	_	
8-33	1354-1355	,	_	
8-34	1356-1359	who	_	
8-35	1360-1363	act	_	
8-36	1364-1368	with	_	
8-37	1369-1381	decisiveness	_	
8-38	1382-1385	and	_	
8-39	1386-1390	with	_	
8-40	1391-1400	integrity	_	
8-41	1400-1401	.	_	

#Text=By bringing talented people together, we challenge one another to get better with each and every project we take on.
9-1	1402-1404	By	_	
9-2	1405-1413	bringing	_	
9-3	1414-1422	talented	_	
9-4	1423-1429	people	_	
9-5	1430-1438	together	_	
9-6	1438-1439	,	_	
9-7	1440-1442	we	_	
9-8	1443-1452	challenge	_	
9-9	1453-1456	one	_	
9-10	1457-1464	another	_	
9-11	1465-1467	to	_	
9-12	1468-1471	get	_	
9-13	1472-1478	better	_	
9-14	1479-1483	with	_	
9-15	1484-1488	each	_	
9-16	1489-1492	and	_	
9-17	1493-1498	every	_	
9-18	1499-1506	project	_	
9-19	1507-1509	we	_	
9-20	1510-1514	take	_	
9-21	1515-1517	on	_	
9-22	1517-1518	.	_	

#Text=We pride ourselves on our ability to innovate and create.QualificationsThe ideal candidate: Is a natural problem solver Is excited to learn new technologies Is excited to work with a team of engineers to grow and learn Is familiar with a good percentage of frameworks in the iOS SDK (In-App Purchases, etc) Has knowledge of best practices for iOS UI development, including UITableViews, standard UIViewController subclasses, UICollectionViews, AutoLayout/AutoResizeMasks, etc.
10-1	1519-1521	We	_	
10-2	1522-1527	pride	_	
10-3	1528-1537	ourselves	_	
10-4	1538-1540	on	_	
10-5	1541-1544	our	_	
10-6	1545-1552	ability	_	
10-7	1553-1555	to	_	
10-8	1556-1564	innovate	_	
10-9	1565-1568	and	_	
10-10	1569-1593	create.QualificationsThe	_	
10-11	1594-1599	ideal	_	
10-12	1600-1609	candidate	_	
10-13	1609-1610	:	_	
10-14	1611-1613	Is	_	
10-15	1614-1615	a	_	
10-16	1616-1623	natural	_	
10-17	1624-1631	problem	_	
10-18	1632-1638	solver	_	
10-19	1639-1641	Is	_	
10-20	1642-1649	excited	_	
10-21	1650-1652	to	_	
10-22	1653-1658	learn	_	
10-23	1659-1662	new	_	
10-24	1663-1675	technologies	_	
10-25	1676-1678	Is	_	
10-26	1679-1686	excited	_	
10-27	1687-1689	to	_	
10-28	1690-1694	work	_	
10-29	1695-1699	with	_	
10-30	1700-1701	a	_	
10-31	1702-1706	team	_	
10-32	1707-1709	of	_	
10-33	1710-1719	engineers	_	
10-34	1720-1722	to	_	
10-35	1723-1727	grow	_	
10-36	1728-1731	and	_	
10-37	1732-1737	learn	_	
10-38	1738-1740	Is	_	
10-39	1741-1749	familiar	_	
10-40	1750-1754	with	_	
10-41	1755-1756	a	_	
10-42	1757-1761	good	_	
10-43	1762-1772	percentage	_	
10-44	1773-1775	of	_	
10-45	1776-1786	frameworks	_	
10-46	1787-1789	in	_	
10-47	1790-1793	the	_	
10-48	1794-1797	iOS	_	
10-49	1798-1801	SDK	_	
10-50	1802-1803	(	_	
10-51	1803-1809	In-App	_	
10-52	1810-1819	Purchases	_	
10-53	1819-1820	,	_	
10-54	1821-1824	etc	_	
10-55	1824-1825	)	_	
10-56	1826-1829	Has	_	
10-57	1830-1839	knowledge	_	
10-58	1840-1842	of	_	
10-59	1843-1847	best	_	
10-60	1848-1857	practices	_	
10-61	1858-1861	for	_	
10-62	1862-1865	iOS	_	
10-63	1866-1868	UI	_	
10-64	1869-1880	development	_	
10-65	1880-1881	,	_	
10-66	1882-1891	including	_	
10-67	1892-1904	UITableViews	_	
10-68	1904-1905	,	_	
10-69	1906-1914	standard	_	
10-70	1915-1931	UIViewController	_	
10-71	1932-1942	subclasses	_	
10-72	1942-1943	,	_	
10-73	1944-1961	UICollectionViews	_	
10-74	1961-1962	,	_	
10-75	1963-1973	AutoLayout	_	
10-76	1973-1974	/	_	
10-77	1974-1989	AutoResizeMasks	_	
10-78	1989-1990	,	_	
10-79	1991-1994	etc	_	
10-80	1994-1995	.	_	

#Text=Has some experience with data storage, including Core Data, Sqlite, NSCoding serialization, iCloud, etc.
11-1	1996-1999	Has	_	
11-2	2000-2004	some	_	
11-3	2005-2015	experience	_	
11-4	2016-2020	with	_	
11-5	2021-2025	data	_	
11-6	2026-2033	storage	_	
11-7	2033-2034	,	_	
11-8	2035-2044	including	_	
11-9	2045-2049	Core	_	
11-10	2050-2054	Data	_	
11-11	2054-2055	,	_	
11-12	2056-2062	Sqlite	_	
11-13	2062-2063	,	_	
11-14	2064-2072	NSCoding	_	
11-15	2073-2086	serialization	_	
11-16	2086-2087	,	_	
11-17	2088-2094	iCloud	_	
11-18	2094-2095	,	_	
11-19	2096-2099	etc	_	
11-20	2099-2100	.	_	

#Text=Is familiar with core Computer Science concepts, including Object-Oriented programming, multi-threading, MVC, etc.
12-1	2101-2103	Is	_	
12-2	2104-2112	familiar	_	
12-3	2113-2117	with	_	
12-4	2118-2122	core	_	
12-5	2123-2131	Computer	_	
12-6	2132-2139	Science	_	
12-7	2140-2148	concepts	_	
12-8	2148-2149	,	_	
12-9	2150-2159	including	_	
12-10	2160-2175	Object-Oriented	_	
12-11	2176-2187	programming	Hard Skill	
12-12	2187-2188	,	_	
12-13	2189-2204	multi-threading	_	
12-14	2204-2205	,	_	
12-15	2206-2209	MVC	_	
12-16	2209-2210	,	_	
12-17	2211-2214	etc	_	
12-18	2214-2215	.	_	

#Text=Has done API integration on iOSAdditional InformationCheck out the things we make here: www.fuzzproductions.com Is a natural problem solver Is excited to learn new technologies Is excited to work with a team of engineers to grow and learn Is familiar with a good percentage of frameworks in the iOS SDK (In-App Purchases, etc) Has knowledge of best practices for iOS UI development, including UITableViews, standard UIViewController subclasses, UICollectionViews, AutoLayout/AutoResizeMasks, etc Has some experience with data storage, including Core Data, Sqlite, NSCoding serialization, iCloud, etc Is familiar with core Computer Science concepts, including Object-Oriented programming, multi-threading, MVC, etc Has done API integration on iOS
13-1	2216-2219	Has	_	
13-2	2220-2224	done	_	
13-3	2225-2228	API	Hard Skill	
13-4	2229-2240	integration	_	
13-5	2241-2243	on	_	
13-6	2244-2257	iOSAdditional	_	
13-7	2258-2274	InformationCheck	_	
13-8	2275-2278	out	_	
13-9	2279-2282	the	_	
13-10	2283-2289	things	_	
13-11	2290-2292	we	_	
13-12	2293-2297	make	_	
13-13	2298-2302	here	_	
13-14	2302-2303	:	_	
13-15	2304-2327	www.fuzzproductions.com	_	
13-16	2328-2330	Is	_	
13-17	2331-2332	a	_	
13-18	2333-2340	natural	_	
13-19	2341-2348	problem	_	
13-20	2349-2355	solver	_	
13-21	2356-2358	Is	_	
13-22	2359-2366	excited	_	
13-23	2367-2369	to	_	
13-24	2370-2375	learn	_	
13-25	2376-2379	new	_	
13-26	2380-2392	technologies	_	
13-27	2393-2395	Is	_	
13-28	2396-2403	excited	_	
13-29	2404-2406	to	_	
13-30	2407-2411	work	_	
13-31	2412-2416	with	_	
13-32	2417-2418	a	_	
13-33	2419-2423	team	_	
13-34	2424-2426	of	_	
13-35	2427-2436	engineers	_	
13-36	2437-2439	to	_	
13-37	2440-2444	grow	_	
13-38	2445-2448	and	_	
13-39	2449-2454	learn	_	
13-40	2455-2457	Is	_	
13-41	2458-2466	familiar	_	
13-42	2467-2471	with	_	
13-43	2472-2473	a	_	
13-44	2474-2478	good	_	
13-45	2479-2489	percentage	_	
13-46	2490-2492	of	_	
13-47	2493-2503	frameworks	_	
13-48	2504-2506	in	_	
13-49	2507-2510	the	_	
13-50	2511-2514	iOS	_	
13-51	2515-2518	SDK	_	
13-52	2519-2520	(	_	
13-53	2520-2526	In-App	_	
13-54	2527-2536	Purchases	_	
13-55	2536-2537	,	_	
13-56	2538-2541	etc	_	
13-57	2541-2542	)	_	
13-58	2543-2546	Has	_	
13-59	2547-2556	knowledge	_	
13-60	2557-2559	of	_	
13-61	2560-2564	best	_	
13-62	2565-2574	practices	_	
13-63	2575-2578	for	_	
13-64	2579-2582	iOS	_	
13-65	2583-2585	UI	_	
13-66	2586-2597	development	_	
13-67	2597-2598	,	_	
13-68	2599-2608	including	_	
13-69	2609-2621	UITableViews	_	
13-70	2621-2622	,	_	
13-71	2623-2631	standard	_	
13-72	2632-2648	UIViewController	_	
13-73	2649-2659	subclasses	_	
13-74	2659-2660	,	_	
13-75	2661-2678	UICollectionViews	_	
13-76	2678-2679	,	_	
13-77	2680-2690	AutoLayout	_	
13-78	2690-2691	/	_	
13-79	2691-2706	AutoResizeMasks	_	
13-80	2706-2707	,	_	
13-81	2708-2711	etc	_	
13-82	2712-2715	Has	_	
13-83	2716-2720	some	_	
13-84	2721-2731	experience	_	
13-85	2732-2736	with	_	
13-86	2737-2741	data	_	
13-87	2742-2749	storage	_	
13-88	2749-2750	,	_	
13-89	2751-2760	including	_	
13-90	2761-2765	Core	_	
13-91	2766-2770	Data	_	
13-92	2770-2771	,	_	
13-93	2772-2778	Sqlite	_	
13-94	2778-2779	,	_	
13-95	2780-2788	NSCoding	_	
13-96	2789-2802	serialization	_	
13-97	2802-2803	,	_	
13-98	2804-2810	iCloud	_	
13-99	2810-2811	,	_	
13-100	2812-2815	etc	_	
13-101	2816-2818	Is	_	
13-102	2819-2827	familiar	_	
13-103	2828-2832	with	_	
13-104	2833-2837	core	_	
13-105	2838-2846	Computer	_	
13-106	2847-2854	Science	_	
13-107	2855-2863	concepts	_	
13-108	2863-2864	,	_	
13-109	2865-2874	including	_	
13-110	2875-2890	Object-Oriented	_	
13-111	2891-2902	programming	Hard Skill	
13-112	2902-2903	,	_	
13-113	2904-2919	multi-threading	_	
13-114	2919-2920	,	_	
13-115	2921-2924	MVC	_	
13-116	2924-2925	,	_	
13-117	2926-2929	etc	_	
13-118	2930-2933	Has	_	
13-119	2934-2938	done	_	
13-120	2939-2942	API	Hard Skill	
13-121	2943-2954	integration	_	
13-122	2955-2957	on	_	
13-123	2958-2961	iOS	_	
