#FORMAT=WebAnno TSV 3.3
#T_SP=custom.Span|label


#Text=1.
11-73	1129-1130	,	_	
11-74	1131-1144	architectures	_	
11-75	1144-1145	,	_	
11-76	1146-1152	trends	_	
11-77	1152-1153	,	_	
11-78	1154-1157	and	_	
11-79	1158-1166	emerging	_	
11-80	1167-1179	technologies	_	
11-81	1180-1185	Solid	_	
11-82	1186-1199	understanding	_	
11-83	1200-1202	of	_	
11-84	1203-1206	the	_	
11-85	1207-1211	full	_	
11-86	1212-1218	mobile	_	
11-87	1219-1230	development	_	
11-88	1231-1235	life	_	
11-89	1236-1241	cycle	_	
